moment,reaction,offensiveness,responsibility
3,74,-0.495826803,1.708166671
3,75,-0.244016936,-1.464101615
3,76,-0.874574785,2.232407526
3,77,6.506419768,-0.91532223
3,78,1.322150073,-0.036660027
3,79,3.378679656,2.378679656
3,80,-0.247213595,0.192113447
3,81,-0.022001873,1.064442602
3,82,0.006823473000001,-1.123105626
3,83,1.452116413,2.27828287
3,84,-0.443167673,0
3,85,-2.25,-0.241659711
3,86,1.18337521,5.845299462
3,87,-0.870354677,2.478636628
3,88,3.180995378,-0.294427191
3,89,0.719027942,2.038452737
3,90,-0.473644135,1.150609847
3,91,-0.291833329,3.915476595
3,92,-0.588854382,-0.828427125
3,93,0.792319038,-1.511521443
3,94,-0.976067744,0.154782083
4,0,-0.147722558,6.276461594
4,1,2.564584688,1.122273191
4,2,2.267742215,0.527222281
4,3,0.431944846,1.938064714
4,4,1.600813129,-0.398924451
4,5,-0.366501646,1.25
4,6,-0.001322412,0.583368976
4,7,1.354248689,-0.183278145
4,8,3.046459338,0.892543116
4,9,-1.207680962,-0.247213595
4,10,-1.708118551,6
4,11,0.516836752,0.392319038
4,12,0.511966129,0
4,13,-0.178551251,1
4,14,2.150280908,-0.967948339
4,15,-2.196152423,-0.183278145
4,16,7.922649731,-0.153429643
4,17,-1.656854249,6.792893219
4,18,-0.183064446,-1.381719059
4,19,0.583368976,4.905342711
4,20,-0.178551251,0.089316398
4,21,0.892543116,1.422291236
4,22,-0.835713476,-0.264911064
4,23,2.062590333,0.693394436
4,24,1.803154498,-0.016611478
4,25,0.459824575,-0.391164992
4,26,-0.082207001,4.41886117
4,27,-0.621335939,4.353898337
4,28,1.064514979,1.418011103
4,29,4.426355865,1.332051661
4,30,-0.828427125,-0.621320344
4,31,-0.883281573,-0.473644135
4,32,0.178632795,-0.388383796
4,33,-2.472135955,-1.483281573
4,34,2.133835767,-1.47581843
4,35,0.129169375,1.9755953
4,36,-1.098717738,-0.609361307
4,37,1.450490243,1.297827113
4,38,-0.34520788,0.032051661
4,39,3.426355865,0.122273191
4,40,1.041500005,-0.208514487
4,41,-0.37995564,2.532644217
4,42,1.164887193,1.716760303
4,43,0,0
4,44,0.478636628,-0.277253622
4,45,2.811166334,1.171572875
4,46,5.905342711,0.358374751
4,47,1.192113447,-0.883281573
4,48,1.064514979,0.279374458
4,49,2.192113447,-0.147722558
4,50,1.75,-0.828427125
4,51,0,0
4,52,1.521737544,1.164286524
4,53,-0.673644135,-0.103840481
4,54,-1.204782082,5.008346395
4,55,0.916025705,0.582143261
4,56,2.61846592,-0.59089023
4,57,0.038452737,4.896159519
4,58,0.714061103,0.585786438
4,59,1.700340171,0.675013061
4,60,-0.530495168,-0.988854382
4,61,-1.464101615,1.170001334
4,62,-0.642969449,4.174258142
4,63,-1.149576241,3.716760303
4,64,-0.147722558,-0.833150178
4,65,-0.741640786,1.892864417
4,66,0.032051661,-0.59089023
4,67,0.052277442,3.535898385
4,68,-0.395786622,-0.642969449
4,69,-0.881216921,0
4,70,-0.194191899,-0.881216921
4,71,-1.75,-1
4,72,-0.993743885,2.084524053
4,73,-0.31662479,1.191681084
4,74,-1.511521443,1.562674152
4,75,-0.310693865,0.470177872
4,76,1.71964915,0.633568087
4,77,2.751344436,-0.23472182
4,78,2.462502709,0.633568087
4,79,3.263921189,1.991694261
4,80,1.719027942,0.83772234
4,81,-0.201944538,1.563817634
4,82,-0.273320053,0.526355865
4,83,2.216667801,0.301629518
4,84,-0.72921748,-0.021854411
4,85,-1.004757056,0.80910977
4,86,-0.311521443,-0.473644135
4,87,-0.828427125,2.31002008
4,88,3.440973916,-0.451562119
4,89,2.20910977,2.113664655
4,90,4.209005551,3.119523857
4,91,-0.149858747,-0.248655564
4,92,-1.238612788,4.998485474
4,93,-0.645751311,-1.708118551
4,94,1.206823473,-0.34520788
5,0,0.301629518,3.129503295
5,1,0.991681084,1.783409788
5,2,0.378679656,3.585786438
5,3,1.535898385,0
5,4,2.07100844,0.161121362
5,5,0.609535988,0.392319038
5,6,1.354248689,0.786585495
5,7,0.88065045,-1.207680962
5,8,5.775255129,-0.224744871
5,9,0.898148783,-0.574887385
5,10,1.633498354,0.854248689
5,11,-0.443167673,0.250423759
5,12,-0.295445115,-1.415361924
5,13,0.719027942,-1.236067977
5,14,5,-0.720625542
5,15,-0.530495168,0.011145618
5,16,-1.599549529,0.82408358
5,17,-0.248655564,-0.449576241
5,18,-1.937003937,0.301282262
5,19,0.444265243,4.163335553
5,20,1.25,2.542174872
5,21,0.60473138,2.600813129
5,22,-0.343976442,-0.154700538
5,23,1.025112615,-0.620526275
5,24,2.418011103,3.119523857
5,25,-0.286563348,0.052711729
5,26,1.431944846,1.332051661
5,27,-0.563481537,1.251474722
5,28,-0.305293477,2.244546384
5,29,0.453359894,2.583409788
5,30,-0.367948339,-0.08035085
5,31,0.162756158,2.620513167
5,32,3.377718677,0.188447187
5,33,2.585786438,4.357030551
5,34,5.171572875,-1.937003937
5,35,-0.503840481,2.390638693
5,36,-1.285938897,-0.37995564
5,37,-0.149576241,0.450490243
5,38,1.390638693,-1.149576241
5,39,3.450490243,-0.741640786
5,40,1.367006838,2.284314129
5,41,1.902382304,0.619027942
5,42,-1.122281323,0.75
5,43,-0.827772624,-0.23472182
5,44,-2.25,-0.25
5,45,-0.634057903,1.853359894
5,46,2.792893219,1.378679656
5,47,0.56935883,0.668309192
5,48,0.516726619,0.211145618
5,49,5.121595125,1.300406565
5,50,4.211564179,-0.494427191
5,51,-0.346640106,-1.496375098
5,52,0.453359894,1.636294064
5,53,0.850059953,0.633568087
5,54,0.089316398,1.170001334
5,55,-0.247213595,1.237677449
5,56,4.608574806,-0.309401077
5,57,0.12004436,5.688447187
5,58,-0.183300133,0.783409788
5,59,2.945962066,1.377718677
5,60,0.300137743,-1.23472182
5,61,1.244546384,1.392319038
5,62,-0.035112807,-0.121320344
5,63,0.378679656,2.792893219
5,64,0.392319038,-0.088435821
5,65,-0.388383796,0
5,66,-0.367948339,-0.549509757
5,67,0.417792999,2.838894042
5,68,4.911564179,-0.095445115
5,69,1.27828287,-1.220084679
5,70,1.34000668,2.006673346
5,71,2.232407526,-0.760220189
5,72,1.084119567,0.664288139
5,73,-0.242640687,2.171572875
5,74,-0.37995564,-0.451562119
5,75,-1.11927223,-0.976067744
5,76,-0.541847821,0.24319025
5,77,7.491694261,0.292572892
5,78,3.394448725,0
5,79,6.188447187,-0.37995564
5,80,-1.449747468,-0.863961031
5,81,-0.264911064,-0.487480407
5,82,-0.443248542,0.209005551
5,83,-0.827772624,-0.172211972
5,84,0.633568087,2.601075549
5,85,1.688447187,1.688447187
5,86,0.736409145000001,0.619027942
5,87,3.105572809,1.326679947
5,88,3.440973916,-0.384082505
5,89,1.346172868,-0.691071366
5,90,-0.280972058,0.926679947
5,91,0.521737544,3.300537774
5,92,1.239779811,1.835417481
5,93,0.880607786,-0.238612788
5,94,4.850170086,0.83772234
6,0,-0.414213562,1.698148783
6,1,0.324977731,0.722234508
6,2,1.525541603,3.461884584
6,3,0.996970948,-0.702010971
6,4,5.892543116,-0.344423944
6,5,-0.702172887,-0.988854382
6,6,0.785086233,-0.474841766
6,7,1.065288435,-0.653429643
6,8,8,0
6,9,2.795217918,-0.366128892
6,10,0.938064714,1.34000668
6,11,2.992864417,-0.478262456
6,12,0.183503419,-1.522001873
6,13,2.023932256,-0.881216921
6,14,4.231251354,-0.573644135
6,15,3.25,3.25
6,16,0.361531796,1.025112615
6,17,0.446581987,1.394448725
6,18,1.606256115,1.156832327
6,19,0.394448725,1.625214783
6,20,4.926679947,1.726679947
6,21,-0.741640786,2.608835008
6,22,-0.568055154,0.046459338
6,23,0.811592998,0.733898346
6,24,2.307150161,0.633520605
6,25,-0.828427125,-0.880476143
6,26,-0.093837232,1.416689128
6,27,0.83772234,2.911564179
6,28,-0.732050808,-1.84090388
6,29,1.608835008,0.450490243
6,30,0.394448725,0.150055189
6,31,-0.374785217,-0.645751311
6,32,0.378679656,-0.828427125
6,33,-0.25,1.291987198
6,34,4.20097553,-1.480948985
6,35,-0.763705936,0.61846592
6,36,0.65479212,-0.549358869
6,37,0,0.552923188
6,38,-0.828427125,-0.207427108
6,39,2.625078617,-0.494427191
6,40,-0.207427108,-0.75
6,41,-1.443194657,-0.123758457
6,42,-0.107135583,0.171572875
6,43,5.792572892,0.854248689
6,44,3.25,-0.25
6,45,1.108835008,-0.435415312
6,46,1.141026092,1.027156201
6,47,1.850059953,1
6,48,0.154782083,3.585000668
6,49,5.042174872,0.25
6,50,0.611564179,-0.549358869
6,51,-0.81662479,-0.311552813
6,52,-0.778136182,2.94708664
6,53,-0.016575089,-0.183064446
6,54,0.116718427,2.20910977
6,55,-1.449747468,6.585786438
6,56,2.854248689,0.174258142
6,57,0.236294064,-0.18178046
6,58,2.792893219,2.792893219
6,59,-0.10998008,4.459824575
6,60,-0.68997992,-0.68997992
6,61,-0.473644135,-0.18153408
6,62,-0.612907813,-2
6,63,-0.414213562,1.953083494
6,64,0.18337521,1.548437881
6,65,0.816721855,0.452116413
6,66,-0.530495168,-0.741640786
6,67,0.331818808,2.99001992
6,68,0.966793894999999,-0.183064446
6,69,0.68337521,0.211564179
6,70,0,5.446581987
6,71,2.519051015,-0.050205512
6,72,1,1.354248689
6,73,3.119523857,1.688447187
6,74,0.68337521,3.40910977
6,75,-1.449590136,-0.967948339
6,76,0.408594815,2.221436526
6,77,2.621717208,0.121595125
6,78,5,-0.194191899
6,79,4.089316398,4
6,80,0.433520605,4.40910977
6,81,-1.207680962,-1.233150178
6,82,1.450641131,2.775255129
6,83,0.241682042,1.193888947
6,84,-0.503840481,1.433520605
6,85,0.65479212,0.68337521
6,86,1.121965864,0.601772298
6,87,-0.107135583,0.783409788
6,88,5.582143261,-0.620207328
6,89,5.601075549,0.621717208
6,90,-0.568055154,0.231251354
6,91,1.110931909,-0.004757056
6,92,0.097827113,0.025112615
6,93,1.611564179,-0.08035085
6,94,-0.224744871,-0.549358869
7,0,2.41821954,-0.79089023
7,1,1.178632795,1.779915321
7,2,-0.18153408,0.180039841
7,3,7.451191152,0.108835008
7,4,-0.762322551,0.276461594
7,5,0.488478557000001,-0.34520788
7,6,0.547394436,0.354248689
7,7,2.589871798,0.105572809
7,8,2.620448482,0.875070305
7,9,0.363190752,-0.634057903
7,10,0.625065445000001,0
7,11,-0.449747468,4
7,12,2.446581987,6.089316398
7,13,0.63701244,-0.414854216
7,14,-0.863961031,-1.449747468
7,15,-0.147722558,-1.233150178
7,16,-0.741657387,0.129171307
7,17,7.792893219,-0.207106781
7,18,-0.829998666,0.178632795
7,19,0,-0.732050808
7,20,2.983424911,1.527222281
7,21,-0.023743751,2.03434095
7,22,2.5,0.188447187
7,23,0.258342613,0.240673131
7,24,2.830002219,0.450806662
7,25,-1.291502622,-1.952135487
7,26,-0.483281573,1.535898385
7,27,-0.75,1.763921189
7,28,0.082407598,0.228914553
7,29,-1.146640106,-0.464101615
7,30,1.550409864,0.65479212
7,31,1.107640583,6.516836752
7,32,-0.374785217,0
7,33,-0.488033871,-0.645751311
7,34,6.102633404,-0.673320053
7,35,0.426740377999999,0.227050827
7,36,-0.021854411,1.241682042
7,37,-0.546060566,5.032644217
7,38,1.390638693,0.783409788
7,39,2.064442602,-1.122281323
7,40,0.191681084,0.812532723
7,41,0.550510257,1.550510257
7,42,-0.232050808,-0.546060566
7,43,6.556832327,-0.443167673
7,44,2.297827113,0.611564179
7,45,3.855070878,-0.77412355
7,46,-0.5,-1.75
7,47,-0.062019202,0.450490243
7,48,-1.233150178,-0.367948339
7,49,2.653359894,-0.001514526
7,50,1.556209207,-0.032926769
7,51,-0.5,-0.75
7,52,-0.216590212,7.259824575
7,53,-0.829708431,0.188447187
7,54,-0.826913566,-0.033150178
7,55,0,2.875070305
7,56,-0.37995564,-0.75
7,57,-0.5,6.174258142
7,58,1.803154498,-1.25
7,59,-0.68997992,1.113664655
7,60,1.458152179,0.700282506
7,61,0.857030551,2.291987198
7,62,-0.68997992,-0.192848009
7,63,2.89001992,1.991681084
7,64,0.585000668,1.452116413
7,65,1.469490207,0.07104458
7,66,1.829629786,0.218259231
7,67,-0.473644135,2.488478557
7,68,2.346570357,0.418334001
7,69,0.011145618,-0.674234614
7,70,3,7
7,71,2.006673346,-0.668181192
7,72,-0.741640786,1.81846592
7,73,6.792893219,2.171572875
7,74,1.898148783,2.469504832
7,75,-1.123105626,-0.34520788
7,76,-0.44992024,3.751431948
7,77,1.326355865,-0.483281573
7,78,6.5,2.542174872
7,79,0.506419768,1.192208269
7,80,0.0855177,3.164887193
7,81,1.02969061,1.101724651
7,82,2.354248689,-1.464101615
7,83,1.967073231,1.751344436
7,84,0.528575471,1.689306135
7,85,0.850423759,2.51964915
7,86,0.24319025,1.934146463
7,87,-0.645751311,1.805808101
7,88,4.89001992,0.150609847
7,89,2.163335553,2.193888947
7,90,-0.638468204000001,-0.494427191
7,91,3.613248654,1.032644217
7,92,-0.829708431,0.585786438
7,93,4.839753101,-1.522001873
7,94,-0.138091195,0.735088936
8,0,2.084349745,1.377718677
8,1,0.853359894,2.812532723
8,2,-0.410643981,3.31274055
8,3,1.846570357,-0.414854216
8,4,-0.5,0.63701244
8,5,1.585000668,0.755983064
8,6,1.763921189,0.792572892
8,7,2.24319025,-0.336362386
8,8,2.256538464,0.280419974
8,9,-0.31662479,-0.367948339
8,10,-0.763705936,1.038452737
8,11,1.418011103,-0.612907813
8,12,-0.494427191,-1.114835124
8,13,0.550510257,1.119523857
8,14,9,0
8,15,-0.898979486,-0.449489743
8,16,2.025112615,0.097827113
8,17,1.620448482,0.534091388
8,18,-0.696845502,0.839753101
8,19,-1.110457459,3.192208269
8,20,1.766849822,2.883424911
8,21,-0.277253622,-0.778136182
8,22,3.08467777,-0.495826803
8,23,-0.172211972,4.71964915
8,24,0.452116413,0.27828287
8,25,2.964655695,-0.39526862
8,26,0.261387212,0.917792999
8,27,-0.316610737,2.033520605
8,28,-0.035344305,1.76527818
8,29,2.328576278,0.389413044
8,30,0.191681084,0.876461594
8,31,1,2.698148783
8,32,0.163335553,-1.05291336
8,33,1.154304063,-0.642969449
8,34,1.964887193,-0.38153408
8,35,-0.683281573,1.379792672
8,36,0.267742215,3.663339973
8,37,-2.196152423,1.607517707
8,38,-0.291833329,-0.749149572
8,39,0.521737544,-0.822711889
8,40,2.139141435,4
8,41,-1.381719059,0.297989029
8,42,4.363339973,2.896159519
8,43,-0.28035085,0.911564179
8,44,2.839753101,-0.25
8,45,-0.609126351,-1.122281323
8,46,1,0.583409788
8,47,-0.473644135,-0.216590212
8,48,-0.544393475,-0.316610737
8,49,3.025112615,-0.741640786
8,50,0.190638693,0.326355865
8,51,-0.196845502,0.263921189
8,52,0.658022922,3.483388522
8,53,-0.863961031,-0.828427125
8,54,-0.880476143,4.688447187
8,55,-1.464101615,3.779915321
8,56,1.519027942,-0.249390153
8,57,1.966849822,0.462502709
8,58,0.488115416,0.804765301
8,59,1.291987198,0.740093244
8,60,-0.414999332,-0.881216921
8,61,0.983388522,0.042174872
8,62,-0.240370349,0.297827113
8,63,0.661733661,0.348304619
8,64,-0.549358869,0.150609847
8,65,0.34525841,1.422291236
8,66,-0.172211972,-0.335711861
8,67,-0.008318916,1.753083494
8,68,4.804767994,0.550423759
8,69,0.389413044,-0.19089023
8,70,0.516726619,2.722746378
8,71,0.390873649,0.042174872
8,72,0.585786438,3.716760303
8,73,1.042174872,2.839753101
8,74,2.836958236,0.804764607
8,75,0.122273191,-0.195232006
8,76,0.08467777,5.856832327
8,77,1.062996063,0.250423759
8,78,9,0
8,79,-0.035112807,1.464466094
8,80,-0.028650136000001,1.889058658
8,81,-0.709361307,0.250850428
8,82,-0.762322551,0.297827113
8,83,0.883424911,1.526355865
8,84,-0.698370482,2.227050827
8,85,-2.18178046,-1.207680962
8,86,2.228914553,0.366949172
8,87,3.042174872,0.056079711
8,88,6.75,1.585786438
