moment,reaction,offensiveness,responsibility
21,42,1.96,0.89
21,43,0.66,0.63
21,44,-0.55,3.66
21,45,1.84,0.25
21,46,0.89,1.93
21,47,2.81,0.97
21,48,3.47,0.98
21,49,2.93,0.61
22,0,0.11,-0.99
22,1,4.24,-0.6
22,2,0.55,0.73
22,3,-0.15,2.7
22,4,0.91,-0.8
22,5,0.61,2.03
22,6,1.59,0.42
22,7,1.34,-0.31
22,8,2.42,-0.43
22,9,1.45,-0.76
22,10,1.93,0.37
22,11,0.04,0.07
22,12,-0.24,-0.49
22,13,0.96,-0.71
22,14,3.5,-0.63
22,15,-0.77,1.21
22,16,0.37,1.1
22,17,0.69,0.31
22,18,0.68,-0.22
22,19,1.27,-0.93
22,20,4.51,-0.84
22,21,-0.49,-0.79
22,22,3.96,-1.23
22,23,1.28,0.87
22,24,1.74,0.33
22,25,0.73,0.16
22,26,0.49,2.77
22,27,2.36,0.83
22,28,-0.81,-0.91
22,29,-1.27,-1.09
22,30,1.18,1.06
22,31,0.52,1.28
22,32,-0.6,1.52
22,33,-0.7,-0.84
22,34,-0.24,-0.59
22,35,1.5,0.08
22,36,-0.01,-0.39
22,37,0.55,-0.36
22,38,-0.23,1.26
22,39,0.17,-0.88
22,40,1.69,0.23
22,41,1.31,0.15
22,42,-0.07,0.09
22,43,0.61,1.26
22,44,0.01,5.84
22,45,0.04,0.23
22,46,3.25,1.43
22,47,0.18,0.42
22,48,3.55,1.09
22,49,2.67,0.73
23,0,2.26,-0.12
23,1,2.34,-0.82
23,2,0.58,1.03
23,3,0.71,1.09
23,4,2.54,0.24
23,5,1.07,0.93
23,6,0.73,0.87
23,7,0.58,-1.29
23,8,2.83,0.1
23,9,1.72,-0.38
23,10,0.02,4.88
23,11,-0.42,-1.07
23,12,2.32,-0.42
23,13,0.23,0.01
23,14,2.35,-0.16
23,15,1.97,0.02
23,16,0.36,-0.68
23,17,2.23,0.19
23,18,0.24,-0.52
23,19,2.49,-1.02
23,20,0.08,1.52
23,21,0.49,-0.39
23,22,0.72,-0.74
23,23,2.09,0.74
23,24,0.49,-0.65
23,25,1.29,0.31
23,26,1.55,2.09
23,27,1.46,-0.23
23,28,0.74,-0.48
23,29,0.55,0.98
23,30,1.29,0.28
23,31,0.25,1.12
23,32,-0.3,-0.25
23,33,1.97,2.73
23,34,3.12,-0.14
23,35,-0.15,2.96
23,36,0.91,-1.27
23,37,2.36,-0.58
23,38,-0.2,1.67
23,39,-0.59,-1.07
23,40,1.68,0
23,41,2.1,0.98
23,42,0.13,2.52
23,43,1.87,2.41
23,44,0.83,0.74
23,45,0.77,1.98
23,46,-0.09,2.3
23,47,-0.15,1.8
23,48,0.66,0.4
23,49,1.74,0.68
24,0,-0.65,0.03
24,1,2.26,-0.91
24,2,-0.71,2.3
24,3,0.02,-0.74
24,4,0.93,-0.67
24,5,-0.83,2.59
24,6,-0.02,0.36
24,7,0.48,-0.72
24,8,2.54,-0.88
24,9,1.37,-0.42
24,10,-0.15,3.14
24,11,-0.6,0.85
24,12,-1.34,0.46
24,13,0.05,1.08
24,14,0.68,0.23
24,15,-0.86,2.23
24,16,-0.55,-0.12
24,17,0.1,0.47
24,18,-0.65,-0.25
24,19,1.36,-0.06
24,20,-0.75,-0.93
24,21,-0.9,0.03
24,22,1.3,-0.4
24,23,-0.14,3.85
24,24,-0.46,2.4
24,25,-0.73,-0.81
24,26,-0.39,5.34
24,27,0.59,-0.14
24,28,-0.87,-0.55
24,29,-0.73,-0.34
24,30,-0.26,2.14
24,31,0.43,2.15
24,32,-0.77,0.76
24,33,-0.51,-0.06
24,34,-0.28,0.73
24,35,2.02,0.38
24,36,0.88,-0.34
24,37,0.2,-0.45
24,38,-0.14,0.47
24,39,-0.4,-0.19
24,40,-0.14,1.26
24,41,-0.41,3.11
24,42,0.48,0.55
24,43,-0.62,4.46
24,44,0.19,4.98
24,45,-0.59,0.88
24,46,-0.8,3.81
24,47,2.44,-0.23
24,48,-0.76,1.76
24,49,-0.9,4.44
25,0,1.24,0.22
25,1,1.6,-0.84
25,2,-0.49,-0.29
25,3,-0.25,1.4
25,4,2.42,-0.82
25,5,-0.02,1.65
25,6,-0.59,1.96
25,7,-0.35,0.24
25,8,1.17,-0.14
25,9,3.2,-0.52
25,10,0.64,3.45
25,11,-0.45,-0.03
25,12,0.41,-0.09
25,13,0.88,-0.18
25,14,1.06,0.06
25,15,-0.51,0.73
25,16,-1.05,1.58
25,17,-0.43,-0.22
25,18,0.48,0.16
25,19,1.37,-0.59
25,20,-0.9,0.03
25,21,-0.51,-1.19
25,22,1.17,-0.49
25,23,1.39,-0.07
25,24,-0.46,-0.21
25,25,2.06,0.39
25,26,-0.77,6.68
25,27,1.09,0.38
25,28,0.58,-0.19
25,29,-0.06,-0.99
25,30,0.86,1.38
25,31,0.37,1.52
25,32,0.34,1.3
25,33,0.26,0.84
25,34,-0.02,0.77
25,35,3.03,0.98
25,36,3.7,-0.53
25,37,0.9,0.04
25,38,-0.55,-0.22
25,39,2.16,-0.05
25,40,0.1,1.44
25,41,0.58,3.54
25,42,0.61,1.28
25,43,0.48,3.42
25,44,-0.65,0.17
25,45,-0.25,0.8
25,46,-0.29,3.32
25,47,1.33,0.57
25,48,0.14,4.86
25,49,-0.69,4.65
26,0,-1.05,1.04
26,1,3.63,-0.41
26,2,-0.86,0.54
26,3,-0.83,-0.95
26,4,-0.36,-0.63
26,5,-1,2.6
26,6,-0.55,1.22
26,7,0.35,-0.21
26,8,1.5,-0.32
26,9,0.27,-0.2
26,10,-0.98,2.06
26,11,-0.22,0.29
26,12,-0.18,0.12
26,13,-0.21,-0.44
26,14,-0.06,-0.19
26,15,-0.91,1.55
26,16,-0.37,-0.09
26,17,-0.41,-0.4
26,18,-0.2,-0.3
26,19,-1.01,-0.07
26,20,-0.26,0.34
26,21,-0.56,0.6
26,22,1.56,-0.3
26,23,-0.64,1.34
26,24,0.41,0.08
26,25,0.55,-0.64
26,26,-0.08,5.09
26,27,-0.9,-0.22
26,28,0.26,0.97
26,29,-0.8,-1.01
26,30,-0.68,2.44
26,31,-0.62,0.24
26,32,-0.45,1.47
26,33,-0.4,0.58
26,34,1.54,1.55
26,35,-0.67,0.48
26,36,-0.33,-0.51
26,37,0.03,-1.13
26,38,-0.56,-0.26
26,39,-0.63,-0.22
26,40,-1.04,1.4
26,41,-1.28,0.79
26,42,-0.09,0.39
26,43,-0.85,1.43
26,44,-0.39,3.33
26,45,-0.04,0.88
26,46,-0.72,1.65
26,47,0.98,-0.93
26,48,-0.46,1.49
26,49,-0.51,1.7
27,0,1.33,0.37
27,1,1.92,-0.45
27,2,-0.2,-0.05
27,3,-0.05,2.53
27,4,0.96,-0.43
27,5,-1.24,1.36
27,6,-0.29,-0.03
27,7,2.39,-0.86
27,8,2.36,0
27,9,2.97,-0.63
27,10,1.18,2.52
27,11,-0.36,-0.71
27,12,-0.72,-0.55
27,13,0.97,0.95
27,14,-0.53,-0.41
27,15,-0.02,-0.12
27,16,-0.24,0.68
27,17,0.16,-0.05
27,18,0.52,1.11
27,19,0.92,-0.43
27,20,2.48,0.43
27,21,1.12,1.35
27,22,1.4,-0.17
27,23,1.54,1.35
27,24,1.14,0.08
27,25,-0.61,0.01
27,26,0.25,3.75
27,27,0.51,0.54
27,28,0.36,-0.66
27,29,0.24,-0.57
27,30,-0.37,2.56
27,31,0.51,0.44
27,32,-0.08,-0.58
27,33,-0.14,-0.66
27,34,0.42,1.39
27,35,-0.04,0.76
27,36,0.58,-0.69
27,37,0.06,-0.36
27,38,0.16,3.67
27,39,-0.16,-0.72
27,40,0.89,-0.57
27,41,-0.13,0.33
27,42,1.68,1.39
27,43,0.13,1.03
27,44,-0.51,4.57
27,45,0.52,-0.36
27,46,1.1,-0.25
27,47,0.24,0.62
27,48,1.02,1.01
27,49,0.28,0.87
28,0,0.85,-0.25
28,1,4.86,-0.67
28,2,0.66,1.54
28,3,-0.09,1.1
28,4,-0.31,-0.94
28,5,0.59,0.37
28,6,-0.61,-0.25
28,7,0.31,0.02
28,8,2.06,0.13
28,9,2.11,-0.2
28,10,0.06,-0.01
28,11,-0.41,-0.33
28,12,0.58,-0.22
28,13,-0.03,0.52
28,14,0.71,-0.56
28,15,-0.49,1.49
28,16,-0.21,-0.2
28,17,0.06,0.13
28,18,1.35,0.08
28,19,1.7,0.12
28,20,0.55,-0.08
28,21,0.41,1.1
28,22,0.99,-0.04
28,23,2.63,-0.35
28,24,-0.38,0.39
28,25,0.78,-0.34
28,26,-0.46,7.2
28,27,4.03,-0.99
28,28,0.99,0.42
28,29,-0.67,-0.41
28,30,1.86,-0.2
28,31,0.29,1.49
28,32,-0.42,0.56
28,33,0.22,0.59
28,34,1.88,0.81
28,35,0.73,1.45
28,36,0.54,-0.44
28,37,-0.7,-0.05
28,38,-0.88,1.37
28,39,-0.85,-0.25
28,40,-0.23,1.73
28,41,-0.21,1.88
28,42,0.38,-1.21
28,43,1.08,3.61
28,44,-0.2,3.46
28,45,-0.17,1.93
28,46,0.14,2.46
28,47,1,0.05
28,48,-0.09,2.13
28,49,0.33,4.08
29,0,3.34,-0.09
29,1,3.27,-1.12
29,2,0.92,1.19
29,3,0.47,2.93
29,4,0.09,0.14
29,5,-0.13,0.14
29,6,0.17,-0.29
29,7,3.34,-0.82
29,8,1.49,-0.53
29,9,1.57,-0.06
29,10,-0.39,2.52
29,11,-0.47,-0.6
29,12,2.51,-0.73
29,13,0.98,0.63
29,14,1.31,-0.28
29,15,-0.77,2.61
29,16,0.77,-0.71
29,17,-0.84,-0.17
29,18,0.37,-0.75
29,19,0.47,-0.12
29,20,0.33,0.65
29,21,1.82,-0.1
29,22,2.59,-0.75
29,23,3.45,-0.6
29,24,0.15,-0.37
29,25,-0.24,-1.2
29,26,-0.42,3.86
29,27,0.94,-0.47
29,28,1.07,-1.08
29,29,-0.41,-0.16
29,30,4.36,-0.43
29,31,2.11,0.71
29,32,-0.49,1.3
29,33,0.9,-0.43
29,34,0.96,-1.05
29,35,0.46,1.46
29,36,0.44,-0.53
29,37,4.1,-0.21
29,38,0.65,1.36
29,39,0.53,0.2
29,40,2.05,0.51
29,41,1.09,0.85
29,42,-0.29,2.62
29,43,0.87,2.24
29,44,-0.31,2.02
29,45,0.27,0.55
29,46,1.46,2.23
29,47,0.29,2.5
29,48,1.23,1.33
29,49,2.49,0.56
30,0,3.56,-0.17
30,1,3.36,-0.51
30,2,0.01,0.01
30,3,0.88,0.06
30,4,2.21,0.78
30,5,0.41,3.34
30,6,1.78,2.02
30,7,1.75,-1.4
30,8,2.66,-0.9
30,9,4.06,-0.5
30,10,1.06,1.14
30,11,6.18,-0.13
30,12,0.29,-0.53
30,13,2.64,1.22
30,14,0.72,-0.59
30,15,-0.43,0.71
30,16,0.91,-0.34
30,17,1.77,-0.05
30,18,1.15,0.26
30,19,1.57,-0.6
30,20,0.44,0.24
30,21,1.34,-0.81
30,22,3.74,-0.99
30,23,4.26,0.25
30,24,1.53,0.07
30,25,1.48,0.67
30,26,1.39,3.67
30,27,3.17,-0.86
30,28,3.94,0.27
30,29,0.89,0.36
30,30,3.85,0.35
30,31,0.73,0.82
30,32,-0.44,-0.51
30,33,0.91,-0.03
30,34,2.27,-0.22
30,35,1.64,0.75
30,36,1.18,0.16
30,37,2.43,-0.66
30,38,0.19,0.83
30,39,-0.14,0.06
30,40,1.9,0.94
30,41,1.92,0.91
30,42,1.34,2.5
30,43,1.26,1.81
30,44,-0.67,3.22
30,45,1.78,0.57
30,46,0.88,1.19
30,47,2.88,-1.01
30,48,3.34,0.81
30,49,1.61,1.39
31,0,-0.38,0.39
31,1,1.3,-0.8
31,2,0.62,-0.06
31,3,-0.19,0.34
31,4,-0.68,-0.76
31,5,-0.42,0.36
31,6,-0.05,1.4
31,7,1.04,0.7
31,8,0.36,-0.74
31,9,1.24,-0.44
31,10,0.13,1.45
31,11,-0.15,-0.69
31,12,-0.65,-0.8
31,13,-0.27,0.04
31,14,1.37,1.03
31,15,-0.52,0.19
31,16,-0.9,0.36
31,17,-0.12,0.53
31,18,0.89,0.79
31,19,0.11,-0.4
31,20,0.66,1.64
31,21,-0.32,0.35
31,22,1.96,0.48
31,23,-0.45,0.98
31,24,0.49,1.22
31,25,-0.05,0.88
31,26,-0.6,3.57
31,27,1.19,1.16
31,28,0.65,0.82
31,29,-0.51,-0.12
31,30,-0.46,1.41
31,31,-0.59,0.02
31,32,0.01,1.03
31,33,-0.21,0.35
31,34,0.78,0.08
31,35,1.31,-0.05
31,36,1.29,-0.3
31,37,0.08,-0.63
31,38,-0.31,1.41
31,39,-0.39,-0.59
31,40,-0.29,1.15
31,41,1.08,3.77
31,42,2.16,0.57
31,43,0.73,3.1
31,44,-0.2,3.76
31,45,-0.56,1.18
31,46,-0.69,2.99
31,47,0.84,0.08
31,48,-0.75,1.42
31,49,0.62,2.91
32,0,4.58,0.03
32,1,6.06,-1.26
32,2,1.03,1.05
32,3,0.35,-0.08
32,4,3.04,-0.69
32,5,0.03,0.29
32,6,-0.72,0.43
32,7,3.65,-0.86
32,8,1.65,-0.66
32,9,1.94,-0.31
32,10,-0.68,3.68
32,11,0.16,-0.52
32,12,1.37,-0.72
32,13,1.81,-1.29
32,14,2.91,-0.52
32,15,1.44,-0.75
32,16,0.87,-0.49
32,17,0.69,-0.91
32,18,0.77,-0.46
32,19,2.28,-0.49
32,20,0.96,-0.53
32,21,0.2,1.63
32,22,1.07,-0.79
32,23,4.79,-0.35
32,24,1.76,0.09
32,25,-0.02,-0.6
32,26,0.86,2.37
32,27,3.42,-0.31
32,28,0.15,-0.13
32,29,0.42,-0.88
32,30,2.9,-0.84
32,31,0.53,1.43
32,32,-0.47,0.83
32,33,-0.29,0.42
32,34,3.02,-0.42
32,35,0.96,1.48
32,36,1.28,-0.36
32,37,3.71,-0.37
32,38,0.56,0.42
32,39,-0.44,-0.76
32,40,2.25,0.57
32,41,0.04,-0.32
32,42,0,2.97
32,43,1.69,0.75
32,44,-0.43,3.73
32,45,0.04,1.61
32,46,1.99,0.43
32,47,1.17,0.57
32,48,1.69,0.35
32,49,4.12,0.56
33,0,0.36,-0.15
33,1,4.17,-0.41
33,2,-0.19,1.04
33,3,-0.38,1.33
33,4,1.47,-1.11
33,5,0.27,1.63
33,6,-0.47,1.34
33,7,2.3,-0.17
33,8,1.42,0.01
33,9,3.14,-0.2
33,10,0.7,2.55
33,11,-0.05,0.24
33,12,-0.45,-0.3
33,13,2.77,0.2
33,14,3.37,-0.86
33,15,-0.78,0.51
33,16,-0.41,-0.3
33,17,-0.94,-0.3
33,18,0.61,-0.54
33,19,0.97,-0.08
33,20,0.76,-0.24
33,21,-0.09,-0.67
33,22,1.19,-0.68
33,23,0.28,-0.15
33,24,-0.32,-0.4
33,25,-0.11,-0.21
33,26,-0.53,2.71
33,27,4.1,-0.73
33,28,0.68,-0.6
33,29,0.15,-0.01
33,30,1.15,1.13
33,31,0.84,0.12
33,32,0.06,-0.44
33,33,-1.12,-0.68
33,34,0.69,-0.37
33,35,0.51,4.27
33,36,0.94,0.26
33,37,-0.07,-0.75
33,38,0.56,2.78
33,39,0.4,0.26
33,40,0.67,-0.23
33,41,1.68,1.69
33,42,-0.14,1.23
33,43,-0.1,2.42
33,44,-0.48,4.84
33,45,0.87,0.91
33,46,1.36,1.58
33,47,3,0.91
33,48,-0.03,0.75
33,49,0.87,0.81
34,0,1.81,-0.4
34,1,3.46,-1.12
34,2,0.51,0.08
34,3,0.52,0.07
34,4,2.76,-0.51
34,5,-0.34,3.17
34,6,0.32,0.47
34,7,0.68,0.16
34,8,2.56,-0.05
34,9,1.23,-0.74
34,10,0.93,-0.15
34,11,0.59,-0.46
34,12,1.16,-0.02
34,13,1.9,0.29
34,14,3.66,0.26
34,15,-0.37,1.53
34,16,-0.24,-0.58
34,17,3.37,0.17
34,18,1.56,0.37
34,19,1.11,-0.56
34,20,0,0.06
34,21,0.13,-0.26
34,22,2.14,-0.55
34,23,4.59,0.11
34,24,2.09,0.48
34,25,0.39,-0.73
34,26,-1.02,3.96
34,27,3.13,0.22
34,28,0.11,-0.63
34,29,0.07,-0.54
34,30,1.52,0.1
34,31,1.99,1.5
34,32,-0.64,0.09
34,33,1.47,0.31
34,34,1.95,0.09
34,35,3.03,-0.33
34,36,1.27,-0.86
34,37,2.04,0.01
34,38,0.16,2.37
34,39,0.02,-0.01
34,40,1.13,0.3
34,41,1.38,0.69
34,42,0.7,0.19
34,43,0.3,1.26
34,44,-0.29,3.87
34,45,1.03,0.73
34,46,1.3,2.36
34,47,2,1.03
34,48,2.78,-0.11
34,49,1.53,0.7
35,0,0.08,1.81
35,1,2.4,-1.03
35,2,-0.41,-0.45
35,3,0.41,1.34
35,4,0.83,-0.53
35,5,-0.61,1.16
35,6,-0.36,0.21
35,7,-0.08,-1
35,8,0.47,0.18
35,9,0.8,-0.31
35,10,-0.85,2.06
35,11,0.01,-0.22
35,12,-0.09,0.51
35,13,0.19,-0.06
35,14,0.46,0.77
35,15,-0.67,1.64
35,16,0.09,0.53
35,17,0.1,0.48
35,18,-0.44,-0.36
35,19,-0.29,-0.17
35,20,0.05,-0.28
35,21,0.72,1.52
35,22,0.86,-0.9
35,23,1.09,0.43
35,24,-0.49,-0.44
35,25,-0.12,-0.42
35,26,-0.6,6.41
35,27,0.85,0.07
35,28,0.16,0.31
35,29,-0.96,-0.09
35,30,-0.36,0.7
35,31,-0.96,1.01
35,32,-0.53,3.4
35,33,-1,-0.22
35,34,1.71,-0.56
35,35,0.6,1.06
35,36,0.03,0.39
35,37,-0.92,-0.38
35,38,-0.01,1.59
35,39,0.65,-0.13
35,40,-0.32,1.18
35,41,-0.75,1.43
35,42,0.09,0.34
35,43,0.72,2.64
35,44,0.2,3.26
35,45,-0.42,0.88
35,46,0.66,1.35
35,47,1.32,1.42
35,48,1.23,2.14
35,49,-0.25,2.37
36,0,1.18,1.99
36,1,3.03,-0.85
36,2,1.27,-0.11
36,3,0.83,0.71
36,4,-0.7,-0.78
36,5,0.57,0.1
36,6,-0.31,-0.16
36,7,0.94,0.75
36,8,0.1,-0.56
36,9,2.37,-0.32
36,10,0.85,2.63
36,11,0.28,1.03
36,12,0.32,-0.2
36,13,1.12,0.92
36,14,1.58,0.38
36,15,0.06,1.1
36,16,0.68,0.06
36,17,1.66,-0.2
36,18,0.37,0.03
36,19,1.51,-0.06
36,20,0.33,0.48
36,21,-0.84,0.59
36,22,0.61,-0.22
36,23,3.46,-0.47
36,24,2.11,0
36,25,-0.05,1.13
36,26,-0.14,4.44
36,27,2.28,-0.35
36,28,1.93,-0.29
36,29,-0.11,-0.1
36,30,1.54,-0.18
36,31,-0.94,1.26
36,32,-0.39,0.3
36,33,0.53,0.54
36,34,1.31,1.04
36,35,1.21,0.61
36,36,0.5,-1.16
36,37,0.42,0.76
36,38,0.24,0.55
36,39,-0.23,-0.34
36,40,-0.52,1.5
36,41,0.57,3.22
36,42,-0.11,-0.17
36,43,-0.23,3.48
36,44,0.12,0.86
36,45,-0.1,1.53
36,46,-0.17,4.92
36,47,0.55,-0.78
36,48,0.58,2.33
36,49,-0.28,2.9
37,0,-0.24,0.37
37,1,5.4,-0.21
37,2,-0.34,-0.16
37,3,0.22,0.97
37,4,0.82,-0.39
37,5,-0.08,0.58
37,6,0.07,0.61
37,7,0.46,-0.7
37,8,1.25,-0.23
37,9,2.13,-0.02
37,10,-0.63,1.93
37,11,-0.83,-0.02
37,12,-0.18,-0.45
37,13,-0.61,0.55
37,14,0.26,0.06
37,15,-0.78,3.23
37,16,-0.08,-0.53
37,17,0.03,0.74
37,18,-0.16,0.5
37,19,-0.77,-0.79
37,20,-0.34,0.22
37,21,-0.41,0.49
37,22,-0.14,-0.86
37,23,-0.24,2.84
37,24,-0.73,0.55
37,25,-0.95,0.15
37,26,-0.59,5.05
37,27,0.68,1.17
37,28,-0.2,-0.63
37,29,-0.74,-0.29
37,30,-1.07,0.77
37,31,0.46,0.41
37,32,-0.53,1.69
37,33,-0.41,2.07
37,34,0.5,0.28
37,35,-0.22,0.34
37,36,0.63,0.15
37,37,-0.04,-0.35
37,38,0.09,0.78
37,39,0.06,0.11
37,40,0.51,1.19
37,41,-0.12,2.25
37,42,-0.54,0.53
37,43,-0.43,2.07
37,44,-0.4,4.1
37,45,-1.06,0.77
37,46,-0.03,2.39
37,47,0.21,-0.96
37,48,0.37,1.16
37,49,-0.6,3.31
38,0,0.32,0.41
38,1,4.37,-0.96
38,2,0.37,-0.04
38,3,-0.93,-0.24
38,4,2.96,0.04
38,5,-1.52,0.14
38,6,-0.95,-0.44
38,7,-0.11,-0.39
38,8,0.97,0.56
38,9,0.68,-0.93
38,10,0.64,3.59
38,11,-0.58,0.13
38,12,-0.21,-0.49
38,13,-0.12,-0.05
38,14,0.48,0.82
38,15,-0.04,1.46
38,16,0.86,0.58
38,17,-0.64,-0.65
38,18,-0.53,-0.03
38,19,2.05,-0.75
38,20,0.32,-0.53
38,21,-0.28,-0.35
38,22,2.92,-0.83
38,23,0.36,-0.34
38,24,0.09,0
38,25,-0.09,-0.29
38,26,-0.7,3.68
38,27,0.58,0.75
38,28,-0.3,-0.15
38,29,-0.42,-0.43
38,30,0.3,0.41
38,31,0.44,-0.83
38,32,-0.63,0.13
38,33,0.38,0.06
38,34,2.32,0.12
38,35,0.26,2.41
38,36,1.72,-0.31
38,37,0.96,1.04
38,38,-0.27,2.15
38,39,-0.45,-0.97
38,40,1.22,2.13
38,41,-0.37,0.76
38,42,0.84,0.51
38,43,-0.52,3.4
38,44,-0.77,3.93
38,45,0.09,1.49
38,46,0.39,1.01
38,47,0.36,2.13
38,48,0.89,2.41
38,49,1.07,2.47
39,0,2.84,0.39
39,1,1.84,-0.28
39,2,2.69,-0.63
39,3,-0.7,-0.23
39,4,1.86,-0.45
39,5,0.65,1.14
39,6,0.76,0.22
39,7,1.88,-0.29
39,8,1.18,-1.07
39,9,1.42,0
39,10,0.48,2.68
39,11,-0.1,0.26
39,12,0.85,-0.76
39,13,2.89,-0.48
39,14,2.69,-0.92
39,15,1.33,1.57
39,16,0.09,0.16
39,17,3.37,0.09
39,18,0.47,0.01
39,19,2.08,-0.63
39,20,0.35,-0.58
39,21,1.34,0.79
39,22,3.81,-0.79
39,23,3.23,-0.82
39,24,-0.45,-0.61
39,25,1.74,0.86
39,26,-0.57,1.83
39,27,0.03,-0.18
39,28,1.22,-0.68
39,29,2.51,1.8
39,30,0.19,0.08
39,31,2.94,0.3
39,32,0.16,-0.02
39,33,0.03,-0.6
39,34,4.28,-0.1
39,35,0.96,4.48
39,36,1.39,-0.41
39,37,2.19,-0.41
39,38,0.94,1.29
39,39,3.35,-0.21
39,40,1.65,2.28
39,41,-0.12,0.98
39,42,1.39,2.44
39,43,0.61,1.88
39,44,0.99,1.96
39,45,-0.1,2.51
39,46,2.21,0.66
39,47,1.41,3.79
39,48,1.98,2.07
39,49,1.24,2
40,0,-0.96,0.86
40,1,4.09,0.2
40,2,-0.41,1.27
40,3,-0.92,1.04
40,4,0.23,-0.08
40,5,-0.82,0.47
40,6,-0.77,2.1
40,7,-0.74,-0.64
40,8,-0.96,-0.76
40,9,0.37,-0.1
40,10,-0.31,1.07
40,11,-0.74,0.6
40,12,-0.49,-0.01
40,13,-0.79,0.75
40,14,0.02,0.51
40,15,-0.69,0.67
40,16,-0.54,1.07
40,17,-0.37,0.03
40,18,-0.3,-0.77
40,19,-0.03,-0.22
40,20,-0.04,0.83
40,21,-0.45,1.07
40,22,0.47,-0.24
40,23,-0.11,3.09
40,24,-0.85,1.95
40,25,-0.78,0.2
40,26,-0.18,2.75
40,27,0.04,1.31
40,28,0.19,1.07
40,29,-0.48,-0.23
40,30,-1.22,1.89
40,31,-0.09,0.63
40,32,-0.74,-0.15
40,33,-0.86,-0.02
40,34,1.11,0.88
40,35,0.63,0.54
40,36,-0.18,-0.3
40,37,-0.38,-0.53
40,38,-0.1,1.25
40,39,-0.32,-0.25
40,40,-0.03,0.51
40,41,0.46,2.58
40,42,0.1,-0.22
40,43,-0.58,1.6
40,44,-0.18,4.74
40,45,-0.81,1.93
40,46,-1.11,4.09
40,47,2.34,0.07
40,48,-0.3,2.82
40,49,0.12,4.35
41,0,-0.12,2.48
41,1,4.04,-0.07
41,2,-0.89,-0.48
41,3,-0.06,1.19
41,4,1.01,-0.61
41,5,-0.55,-0.22
41,6,-1.04,1.03
41,7,-0.44,0.04
41,8,-0.45,-0.16
41,9,1.76,-0.06
41,10,0.02,2.62
41,11,-0.32,1.02
41,12,0.01,1.59
41,13,-0.29,1.09
41,14,0.19,0.02
41,15,-0.62,1.82
41,16,0.52,0.51
41,17,2.56,-0.44
41,18,-0.78,1.63
41,19,0.42,-0.2
41,20,-0.04,0.19
41,21,-0.35,-0.02
41,22,-0.41,-0.7
41,23,-1.26,0.9
41,24,-0.49,-0.13
41,25,-0.97,-0.54
41,26,-0.98,7.76
41,27,0.43,0.06
41,28,0.6,-0.41
41,29,-0.2,-0.95
41,30,0.12,1.16
41,31,-0.22,2.68
41,32,-0.53,-0.12
41,33,-0.94,-0.66
41,34,-0.01,0.33
41,35,0.4,0.58
41,36,-0.86,0.16
41,37,0.65,-0.5
41,38,-0.91,-0.06
41,39,2,0.03
41,40,-0.48,1.31
41,41,-1.14,3.12
41,42,0.23,1.71
41,43,-0.56,3.05
41,44,-1.23,4.07
41,45,-0.4,2.23
41,46,-0.07,4.77
41,47,1.67,-1.17
41,48,-1.16,2.5
41,49,-0.82,2.91
42,0,1.72,-0.05
42,1,4.93,-0.07
42,2,-0.82,0.46
42,3,0.49,1.45
42,4,1.61,-0.68
42,5,0.05,2.48
42,6,-0.82,0.98
42,7,2.06,-0.31
42,8,0.45,-0.08
42,9,0.47,0.07
42,10,1.72,5.71
42,11,0.36,-0.14
42,12,1.23,-0.64
42,13,1.39,0.34
42,14,2.12,-0.59
42,15,-0.91,1.31
42,16,-0.54,3.31
42,17,-0.19,1.8
42,18,0.16,0.51
42,19,1.12,-0.65
42,20,0.06,-0.63
42,21,0.09,0.05
42,22,1.76,-0.44
42,23,0.46,0.11
42,24,1.08,0.22
42,25,-0.06,0.3
42,26,-0.45,4.61
42,27,-0.06,-0.47
42,28,-0.08,-0.12
42,29,0.34,0.29
42,30,0.08,0.49
42,31,0.79,-0.06
42,32,-0.61,-0.2
42,33,-0.54,0.35
42,34,0.88,0.32
42,35,1.38,0.48
42,36,2.78,0.13
42,37,-0.42,-0.36
42,38,0.07,0.97
42,39,0.85,-0.43
42,40,-0.34,1.29
42,41,1.59,2.35
42,42,1.3,0.51
42,43,-0.3,2.07
42,44,-0.46,4.3
42,45,-0.58,0.62
42,46,0.73,0.86
42,47,0.69,-0.28
42,48,1.39,0.57
42,49,-0.02,1.96
43,0,2,0.08
43,1,3.48,-0.79
43,2,0.38,-0.19
43,3,-0.37,0.95
43,4,2.78,0.09
43,5,0.01,0.73
43,6,-0.16,0.13
43,7,1.42,-0.36
43,8,2.07,-0.91
43,9,2.78,-0.72
43,10,-0.26,6.63
43,11,0.42,0.3
43,12,1.61,-0.42
43,13,0.73,0.16
43,14,3.29,0.23
43,15,-0.34,0.03
43,16,0.59,-0.03
43,17,1.2,-0.69
43,18,0.23,-0.53
43,19,5.02,0.05
43,20,-0.16,2.61
43,21,-0.06,-0.25
43,22,1.46,0.27
43,23,3.43,-0.65
43,24,0.48,-0.27
43,25,-0.15,-0.15
43,26,-0.16,4.29
43,27,3.2,-0.41
43,28,0.25,-0.56
43,29,0.97,1.48
43,30,-0.02,0.73
43,31,0.48,0.7
43,32,0.32,0.29
43,33,-0.18,-0.82
43,34,3.29,-0.69
43,35,0.77,0.34
43,36,2.32,-0.97
43,37,3.37,-0.14
