moment,reaction,offensiveness,responsibility
43,38,0.73,0.59
43,39,1.9,0.67
43,40,1.95,0.92
43,41,0.21,1.31
43,42,0.04,3.88
43,43,0.43,1.76
43,44,1.29,2.61
43,45,1.78,2.81
43,46,1.12,0.92
43,47,-0.16,1.66
43,48,2.58,1.6
43,49,0.2,0.04
44,0,0.96,-0.67
44,1,4.2,-0.52
44,2,0.43,-0.21
44,3,0.59,4.1
44,4,1.16,-0.34
44,5,0.7,0.77
44,6,-0.78,0.02
44,7,3.03,-0.3
44,8,1.98,-0.64
44,9,1.89,-0.03
44,10,0.48,3.65
44,11,-0.3,0.39
44,12,0.79,0.8
44,13,1.48,0.66
44,14,2.21,-0.42
44,15,0.58,0.7
44,16,0.17,-0.32
44,17,-1.03,-0.3
44,18,-0.65,-0.62
44,19,0.59,-1
44,20,0.76,0.65
44,21,2.11,3.43
44,22,1.87,-0.44
44,23,2.43,-0.41
44,24,-0.51,0.37
44,25,-0.04,-0.68
44,26,0.83,4.07
44,27,1.43,-0.69
44,28,-0.07,-0.72
44,29,-0.16,1.1
44,30,1.93,-0.61
44,31,0.96,-0.03
44,32,-0.51,-0.77
44,33,-0.26,0.05
44,34,0.53,0.02
44,35,-0.73,4.75
44,36,0.62,-0.3
44,37,0.19,-0.4
44,38,-0.62,2.76
44,39,0.06,-0.62
44,40,2.09,0.61
44,41,0.93,3.08
44,42,0.72,1.83
44,43,1.21,2.29
44,44,1.08,2.01
44,45,0.04,2.1
44,46,0.02,1.71
44,47,0.6,2.44
44,48,0.75,0.41
44,49,0.35,0.94
45,0,1.47,0.44
45,1,1.86,-0.55
45,2,0.14,-0.16
45,3,0.39,0.61
45,4,2.46,-0.63
45,5,-0.38,-0.3
45,6,0.08,0.15
45,7,0.26,0.22
45,8,0.89,-0.32
45,9,1.23,0.44
45,10,0.07,4.2
45,11,-0.25,-0.67
45,12,1.78,-0.57
45,13,-0.29,0.43
45,14,2.89,-0.15
45,15,-0.46,-0.35
45,16,-0.06,-0.07
45,17,0.99,0.95
45,18,0.42,-0.68
45,19,1.24,-0.7
45,20,-0.4,-0.49
45,21,-0.42,-0.53
45,22,1.77,0.33
45,23,0.27,0.21
45,24,-0.35,-0.26
45,25,-0.37,0.2
45,26,-0.27,2.89
45,27,1.63,0.81
45,28,-0.53,-0.61
45,29,-0.43,-0.45
45,30,0.3,1.09
45,31,-0.48,0.4
45,32,-0.45,-0.34
45,33,0.13,2.35
45,34,1.36,0.65
45,35,1.05,1.84
45,36,0.11,0.11
45,37,2.92,0.05
45,38,-0.3,0.66
45,39,-1.2,-0.51
45,40,0.57,1.26
45,41,-0.11,1.85
45,42,-0.43,2.36
45,43,-0.78,0.73
45,44,-0.92,0.47
45,45,0.13,0.12
45,46,-0.99,0.74
45,47,-0.01,1.81
45,48,0.25,1.11
45,49,-0.12,2.55
